8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31|1|0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,31|1|0,0,0,0,0,0,0,0,0,0,0,0,31|21|0,31|21|0,31|21|0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,200|Try throwing blocks at enemies!,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,2,0,0,9,9,9,9,9,9,0,0,0,0,0,0,0,0,2,2,8
8,0,0,0,2,8,0,0,0,8,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,8,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,2,8
8,10,0,0,32|-1|2|1|10,8,0,0,0,8,8,8,8,8,2,2,2,2,2,2,2,8,8,8,8,8,0,0,0,0,0,30|1|3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,21,0,0,30|21|3,0,8,2,0,0,0,0,0,0,0,9,9,9,31|21|2,0,0,0,9,9,9,9,8
8,8,8,8,8,8,8,8,8,8,9,9,9,9,2,2,2,2,2,2,2,9,9,9,9,8,31|0|2,0,0,0,0,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,1,8,8,8,8,8,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8
8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,3,3,3,0,0,0,0,31|11|0,21,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8
8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,8,0,0,0,8,9,21,0,0,0,0,0,0,0,0,0,8
8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,30|0|3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31|20|2,0,0,0,0,0,0,0,0,8,31|20|2,0,0,8,0,0,0,2,2,2,2,2,0,0,0,8
